2003 Subaru Impreza RS S Auto AWD MY03,Automatic,"

$6000*
","311,403 km",Sedan,4cyl 2.5L Petrol,QLD,https://www.carsales.com.au//cars/details/2003-subaru-impreza-rs-s-auto-awd-my03/SSE-AD-15196177/?Cr=22
2011 Subaru Impreza R G3 Manual AWD MY11,Manual,"

$6000*
","250,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2011-subaru-impreza-r-g3-manual-awd-my11/SSE-AD-14528454/?Cr=23
2000 Subaru Impreza RX N Manual AWD MY00,Manual,"

$6000*
","200,000 km",Sedan,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2000-subaru-impreza-rx-n-manual-awd-my00/SSE-AD-14275716/?Cr=24
2006 Subaru Impreza R Luxury S Manual AWD MY06,Manual,"

$6300*
","218,645 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2006-subaru-impreza-r-luxury-s-manual-awd-my06/SSE-AD-15017935/?Cr=25
2003 Subaru Impreza GX S Manual AWD MY04,Manual,"

$6400*
","202,600 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2003-subaru-impreza-gx-s-manual-awd-my04/SSE-AD-15121811/?Cr=26
2009 Subaru Impreza RS G3 Manual AWD MY09,Manual,"

$6500*
","230,296 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2009-subaru-impreza-rs-g3-manual-awd-my09/SSE-AD-14736205/?Cr=27
2005 Subaru Impreza RS S Manual AWD MY05,Manual,"

$6500*
","208,638 km",Hatch,4cyl 2.5L Petrol,WA,https://www.carsales.com.au//cars/details/2005-subaru-impreza-rs-s-manual-awd-my05/SSE-AD-15175902/?Cr=28
2006 Subaru Impreza RV S Manual AWD MY06,Manual,"

$6500*
","210,000 km",Hatch,4cyl 2.0L Petrol,SA,https://www.carsales.com.au//cars/details/2006-subaru-impreza-rv-s-manual-awd-my06/SSE-AD-15030359/?Cr=29
2001 Subaru Impreza WRX S Manual AWD MY01,Manual,"

$6500*
","278,000 km",Sedan,4cyl 2.0L Turbo Petrol,QLD,https://www.carsales.com.au//cars/details/2001-subaru-impreza-wrx-s-manual-awd-my01/SSE-AD-13446745/?Cr=30
2008 Subaru Impreza RS G3 Manual AWD MY09,Manual,"

$6500*
","192,219 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-manual-awd-my09/SSE-AD-13708845/?Cr=31
2005 Subaru Impreza S Manual AWD MY06,Manual,"

$6500*
","266,000 km",Hatch,4cyl 2.0L Petrol,WA,https://www.carsales.com.au//cars/details/2005-subaru-impreza-s-manual-awd-my06/SSE-AD-15103195/?Cr=32
2008 Subaru Impreza R G3 Manual AWD MY08,Manual,"

$6500*
","237,000 km",Hatch,4cyl 2.0L Petrol,SA,https://www.carsales.com.au//cars/details/2008-subaru-impreza-r-g3-manual-awd-my08/SSE-AD-14536596/?Cr=33
2008 Subaru Impreza R G3 Manual AWD MY08,Manual,"

$6750*
","201,873 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-r-g3-manual-awd-my08/SSE-AD-15151967/?Cr=34
2005 Subaru Impreza S Auto AWD MY06,Automatic,"

$6800*
","183,000 km",Sedan,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2005-subaru-impreza-s-auto-awd-my06/SSE-AD-14576270/?Cr=35
2005 Subaru Impreza GX S Auto AWD MY05,Automatic,"

$6900*
","264,458 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2005-subaru-impreza-gx-s-auto-awd-my05/SSE-AD-15135538/?Cr=36
2011 Subaru Impreza RS G3 Manual AWD MY11,Manual,"

$6900*
","213,540 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2011-subaru-impreza-rs-g3-manual-awd-my11/SSE-AD-14939025/?Cr=37
2005 Subaru Impreza RS S Auto AWD MY05,Automatic,"

$6900*
","214,078 km",Hatch,4cyl 2.5L Petrol,VIC,https://www.carsales.com.au//cars/details/2005-subaru-impreza-rs-s-auto-awd-my05/SSE-AD-15121443/?Cr=38
2009 Subaru Impreza R G3 Manual AWD MY09,Manual,"

$6950*
","198,599 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2009-subaru-impreza-r-g3-manual-awd-my09/SSE-AD-14916109/?Cr=39
2009 Subaru Impreza R G3 Auto AWD MY09,Automatic,"

$7000*
","204,750 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2009-subaru-impreza-r-g3-auto-awd-my09/SSE-AD-14772072/?Cr=40
2013 Subaru Impreza 2.0i G4 Auto AWD MY13,Automatic,"

$7000*
","218,000 km",Hatch,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2013-subaru-impreza-2-0i-g4-auto-awd-my13/SSE-AD-14497324/?Cr=41
2016 Subaru Impreza 2.0i Premium G4 Manual AWD MY16,Manual,"

$7000*
","299,000 km",Sedan,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2016-subaru-impreza-2-0i-premium-g4-manual-awd-my16/SSE-AD-14424975/?Cr=42
2003 Subaru Impreza RS S Auto AWD MY03,Automatic,"

$7200*
","314,417 km",Sedan,4cyl 2.5L Petrol,NSW,https://www.carsales.com.au//cars/details/2003-subaru-impreza-rs-s-auto-awd-my03/SSE-AD-14564893/?Cr=43
2008 Subaru Impreza R G3 Auto AWD MY08,Automatic,"

$7250*
","211,480 km",Hatch,4cyl 2.0L Petrol,TAS,https://www.carsales.com.au//cars/details/2008-subaru-impreza-r-g3-auto-awd-my08/SSE-AD-14786386/?Cr=44
2007 Subaru Impreza S Auto AWD MY07,Automatic,"

$7490*
","182,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2007-subaru-impreza-s-auto-awd-my07/SSE-AD-15004598/?Cr=45
2005 Subaru Impreza GX Luxury S Manual AWD MY05,Manual,"

$7499*
","225,115 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2005-subaru-impreza-gx-luxury-s-manual-awd-my05/SSE-AD-14520915/?Cr=46
2007 Subaru Impreza RV S Manual AWD MY07,Manual,"

$7500*
","150,000 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2007-subaru-impreza-rv-s-manual-awd-my07/SSE-AD-468756/?Cr=47
2008 Subaru Impreza RS G3 Auto AWD MY08,Automatic,"

$7500*
","234,000 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-auto-awd-my08/SSE-AD-15015028/?Cr=48
2008 Subaru Impreza R G3 Manual AWD MY09,Manual,"

$7500*
","178,500 km",Sedan,4cyl 2.0L Petrol,TAS,https://www.carsales.com.au//cars/details/2008-subaru-impreza-r-g3-manual-awd-my09/SSE-AD-15163703/?Cr=49
2006 Subaru Impreza S Auto AWD MY06,Automatic,"

$7500*
","87,600 km",Hatch,4cyl 2.0L Petrol,ACT,https://www.carsales.com.au//cars/details/2006-subaru-impreza-s-auto-awd-my06/SSE-AD-14732534/?Cr=50
2002 Subaru Impreza GX S Manual AWD MY02,Manual,"

$7500*
","135,000 km",Sedan,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2002-subaru-impreza-gx-s-manual-awd-my02/SSE-AD-12330593/?Cr=51
2009 Subaru Impreza RS G3 Manual AWD MY09,Manual,"

$7500*
","186,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2009-subaru-impreza-rs-g3-manual-awd-my09/SSE-AD-12914910/?Cr=52
2009 Subaru Impreza R G3 Manual AWD MY09,Manual,"

$7500*
","240,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2009-subaru-impreza-r-g3-manual-awd-my09/SSE-AD-12844594/?Cr=53
2009 Subaru Impreza RS G3 Manual AWD MY10,Manual,"

$7500*
","208,634 km",Sedan,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2009-subaru-impreza-rs-g3-manual-awd-my10/SSE-AD-15092545/?Cr=54
2007 Subaru Impreza Luxury S Manual AWD MY07,Manual,"
$7999

","222,948 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2007-subaru-impreza-luxury-s-manual-awd-my07/OAG-AD-21830349/?Cr=55
2008 Subaru Impreza R G3 Auto AWD MY08,Automatic,"

$7700*
","175,000 km",Hatch,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2008-subaru-impreza-r-g3-auto-awd-my08/SSE-AD-14906926/?Cr=56
2009 Subaru Impreza R G3 Manual AWD MY09,Manual,"

$7700*
","176,212 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2009-subaru-impreza-r-g3-manual-awd-my09/SSE-AD-15033619/?Cr=57
2010 Subaru Impreza RS G3 Manual AWD MY10,Manual,"

$7950*
","181,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2010-subaru-impreza-rs-g3-manual-awd-my10/SSE-AD-14466687/?Cr=58
2009 Subaru Impreza RS G3 Manual AWD MY09,Manual,"

$7990*
","225,500 km",Sedan,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2009-subaru-impreza-rs-g3-manual-awd-my09/SSE-AD-14430915/?Cr=59
2010 Subaru Impreza R G3 Manual AWD MY11,Manual,"

$7999*
","197,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2010-subaru-impreza-r-g3-manual-awd-my11/SSE-AD-14575867/?Cr=60
2009 Subaru Impreza RX G3 Manual AWD MY09,Manual,"

$8000*
","165,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2009-subaru-impreza-rx-g3-manual-awd-my09/SSE-AD-15148682/?Cr=61
2011 Subaru Impreza R G3 Manual AWD MY11,Manual,"

$8000*
","155,425 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2011-subaru-impreza-r-g3-manual-awd-my11/SSE-AD-14863894/?Cr=62
2008 Subaru Impreza RS G3 Manual AWD MY08,Manual,"

$8000*
","249,000 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-manual-awd-my08/SSE-AD-15148243/?Cr=63
2008 Subaru Impreza RS G3 Manual AWD MY08,Manual,"

$8000*
","160,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-manual-awd-my08/SSE-AD-15137241/?Cr=64
2010 Subaru Impreza R G3 Manual AWD MY10,Manual,"

$8000*
","174,000 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2010-subaru-impreza-r-g3-manual-awd-my10/SSE-AD-14496892/?Cr=65
2008 Subaru Impreza RS G3 Manual AWD MY09,Manual,"

$8000*
","178,800 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-manual-awd-my09/SSE-AD-15158616/?Cr=66
2010 Subaru Impreza R G3 Auto AWD MY10,Automatic,"

$8000*
","149,150 km",Sedan,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2010-subaru-impreza-r-g3-auto-awd-my10/SSE-AD-14909719/?Cr=67
2011 Subaru Impreza RS G3 Manual AWD MY11,Manual,"

$8000*
","190,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2011-subaru-impreza-rs-g3-manual-awd-my11/SSE-AD-15043620/?Cr=68
2006 Subaru Impreza S Auto AWD MY06,Automatic,"

$8200*
","174,000 km",Sedan,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2006-subaru-impreza-s-auto-awd-my06/SSE-AD-14733082/?Cr=69
2008 Subaru Impreza RX G3 Auto AWD MY09,Automatic,"

$8250*
","171,000 km",Sedan,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rx-g3-auto-awd-my09/SSE-AD-14426239/?Cr=70
2008 Subaru Impreza RS G3 Manual AWD MY08,Manual,"

$8400*
","149,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-manual-awd-my08/SSE-AD-14977355/?Cr=71
2009 Subaru Impreza RX G3 Auto AWD MY10,Automatic,"

$8499*
","276,887 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2009-subaru-impreza-rx-g3-auto-awd-my10/OAG-AD-22001089/?Cr=72
2005 Subaru Impreza GX S Auto AWD MY05,Automatic,"

$8500*
","151,000 km",Hatch,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2005-subaru-impreza-gx-s-auto-awd-my05/SSE-AD-13952794/?Cr=73
2007 Subaru Impreza Luxury S Auto AWD MY07,Automatic,"

$8500*
","199,500 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2007-subaru-impreza-luxury-s-auto-awd-my07/SSE-AD-14686634/?Cr=74
2007 Subaru Impreza R G3 Manual AWD MY08,Manual,"

$8500*
","186,000 km",Hatch,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2007-subaru-impreza-r-g3-manual-awd-my08/SSE-AD-15181848/?Cr=75
2012 Subaru Impreza 2.0i G4 Manual AWD MY12,Manual,"

$8500*
","228,000 km",Sedan,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2012-subaru-impreza-2-0i-g4-manual-awd-my12/SSE-AD-14751823/?Cr=76
2010 Subaru Impreza R G3 Manual AWD MY11,Manual,"

$8700*
","233,691 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2010-subaru-impreza-r-g3-manual-awd-my11/SSE-AD-14997336/?Cr=77
2010 Subaru Impreza R G3 Manual AWD MY10,Manual,"

$8750*
","140,000 km",Hatch,4cyl 2.0L Petrol,ACT,https://www.carsales.com.au//cars/details/2010-subaru-impreza-r-g3-manual-awd-my10/SSE-AD-15134438/?Cr=78
2012 Subaru Impreza 2.0i G4 Manual AWD MY12,Manual,"

$8750*
","202,000 km",Hatch,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2012-subaru-impreza-2-0i-g4-manual-awd-my12/SSE-AD-14969232/?Cr=79
2008 Subaru Impreza R G3 Manual AWD MY08,Manual,"

$8800*
","188,890 km",Hatch,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2008-subaru-impreza-r-g3-manual-awd-my08/SSE-AD-15070030/?Cr=80
2011 Subaru Impreza R Special Edition G3 Auto AWD MY11,Automatic,"

$8850*
","211,771 km",Sedan,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2011-subaru-impreza-r-special-edition-g3-auto-awd-my11/SSE-AD-15155411/?Cr=81
2013 Subaru Impreza 2.0i G4 Manual AWD MY13,Manual,"

$8900*
","192,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2013-subaru-impreza-2-0i-g4-manual-awd-my13/SSE-AD-14800680/?Cr=82
2013 Subaru Impreza 2.0i-L G4 Manual AWD MY13,Manual,"

$8900*
","191,583 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2013-subaru-impreza-2-0i-l-g4-manual-awd-my13/SSE-AD-14438809/?Cr=83
2008 Subaru Impreza RS G3 Manual AWD MY08,Manual,"

$8990*
","200,392 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-manual-awd-my08/OAG-AD-21024761/?Cr=84
2013 Subaru Impreza 2.0i G4 Manual AWD MY13,Manual,"

$8999*
","201,677 km",Hatch,4cyl 2.0L Petrol,ACT,https://www.carsales.com.au//cars/details/2013-subaru-impreza-2-0i-g4-manual-awd-my13/SSE-AD-14590479/?Cr=85
2010 Subaru Impreza RS G3 Manual AWD MY10,Manual,"

$9000*
","160,000 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2010-subaru-impreza-rs-g3-manual-awd-my10/SSE-AD-15104820/?Cr=86
2016 Subaru Impreza 2.0i Premium G4 Manual AWD MY16,Manual,"

$9000*
","205,500 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2016-subaru-impreza-2-0i-premium-g4-manual-awd-my16/SSE-AD-14961410/?Cr=87
2008 Subaru Impreza RS G3 Manual AWD MY09,Manual,"

$9000*
","200,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-manual-awd-my09/SSE-AD-13188509/?Cr=88
2008 Subaru Impreza RS G3 Auto AWD MY09,Automatic,"

$9000*
","280,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-auto-awd-my09/SSE-AD-15152829/?Cr=89
2006 Subaru Impreza WRX S Manual AWD MY06,Manual,"

$9000*
","218,068 km",Hatch,4cyl 2.5L Turbo Petrol,QLD,https://www.carsales.com.au//cars/details/2006-subaru-impreza-wrx-s-manual-awd-my06/SSE-AD-13585802/?Cr=90
2010 Subaru Impreza R G3 Manual AWD MY10,Manual,"

$9000*
","181,000 km",Sedan,4cyl 2.0L Petrol,ACT,https://www.carsales.com.au//cars/details/2010-subaru-impreza-r-g3-manual-awd-my10/SSE-AD-14963900/?Cr=91
2004 Subaru Impreza RS S Manual AWD MY05,Manual,"

$9000*
","145,000 km",Hatch,4cyl 2.5L Petrol,VIC,https://www.carsales.com.au//cars/details/2004-subaru-impreza-rs-s-manual-awd-my05/SSE-AD-14463705/?Cr=92
2008 Subaru Impreza R G3 Manual AWD MY08,Manual,"

$9000*
","144,134 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-r-g3-manual-awd-my08/SSE-AD-15021104/?Cr=93
2008 Subaru Impreza RS G3 Manual AWD MY09,Manual,"
$9499

","159,312 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-manual-awd-my09/OAG-AD-22023859/?Cr=94
2010 Subaru Impreza RX G3 Auto AWD MY11,Automatic,"

$9100*
","173,928 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2010-subaru-impreza-rx-g3-auto-awd-my11/SSE-AD-14855418/?Cr=95
2011 Subaru Impreza 2.0i-S G4 Auto AWD MY12,Automatic,"

$9200*
","195,000 km",Sedan,4cyl 2.0L Petrol,WA,https://www.carsales.com.au//cars/details/2011-subaru-impreza-2-0i-s-g4-auto-awd-my12/SSE-AD-14137745/?Cr=96
2009 Subaru Impreza R G3 Auto AWD MY10,Automatic,"

$9499*
","223,262 km",Sedan,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2009-subaru-impreza-r-g3-auto-awd-my10/OAG-AD-21890275/?Cr=97
2003 Subaru Impreza WRX S Manual AWD MY03,Manual,"

$9500*
","210,000 km",Hatch,4cyl 2.0L Turbo Petrol,VIC,https://www.carsales.com.au//cars/details/2003-subaru-impreza-wrx-s-manual-awd-my03/SSE-AD-15168724/?Cr=98
2009 Subaru Impreza RS G3 Manual AWD MY09,Manual,"

$9500*
","197,000 km",Sedan,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2009-subaru-impreza-rs-g3-manual-awd-my09/SSE-AD-14631690/?Cr=99
2009 Subaru Impreza RS G3 Manual AWD MY09,Manual,"

$9500*
","167,000 km",Hatch,4cyl 2.0L Petrol,WA,https://www.carsales.com.au//cars/details/2009-subaru-impreza-rs-g3-manual-awd-my09/SSE-AD-15177368/?Cr=100
2008 Subaru Impreza RS G3 Auto AWD MY08,Automatic,"

$9500*
","161,000 km",Hatch,4cyl 2.0L Petrol,NSW,https://www.carsales.com.au//cars/details/2008-subaru-impreza-rs-g3-auto-awd-my08/SSE-AD-15072178/?Cr=101
2005 Subaru Impreza GX Luxury S Auto AWD MY05,Automatic,"

$9500*
","177,900 km",Hatch,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2005-subaru-impreza-gx-luxury-s-auto-awd-my05/SSE-AD-12947663/?Cr=102
2009 Subaru Impreza RS G3 Auto AWD MY09,Automatic,"

$9500*
","158,000 km",Sedan,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2009-subaru-impreza-rs-g3-auto-awd-my09/SSE-AD-15001460/?Cr=103
2011 Subaru Impreza 2.0i-L G4 Manual AWD MY12,Manual,"

$9500*
","192,000 km",Hatch,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2011-subaru-impreza-2-0i-l-g4-manual-awd-my12/SSE-AD-15162925/?Cr=104
2007 Subaru Impreza RX G3 Auto AWD MY08,Automatic,"

$9500*
","128,000 km",Hatch,4cyl 2.0L Petrol,SA,https://www.carsales.com.au//cars/details/2007-subaru-impreza-rx-g3-auto-awd-my08/SSE-AD-15029921/?Cr=105
2006 Subaru Impreza RV S Auto AWD MY07,Automatic,"

$9500*
","160,000 km",Hatch,4cyl 2.0L Petrol,VIC,https://www.carsales.com.au//cars/details/2006-subaru-impreza-rv-s-auto-awd-my07/SSE-AD-14823329/?Cr=106
2001 Subaru Impreza WRX S Manual AWD MY01,Manual,"

$9500*
","246,700 km",Hatch,4cyl 2.0L Turbo Petrol,NSW,https://www.carsales.com.au//cars/details/2001-subaru-impreza-wrx-s-manual-awd-my01/SSE-AD-13954888/?Cr=107
2013 Subaru Impreza 2.0i G4 Manual AWD MY13,Manual,"

$9500*
","291,000 km",Hatch,4cyl 2.0L Petrol,QLD,https://www.carsales.com.au//cars/details/2013-subaru-impreza-2-0i-g4-manual-awd-my13/SSE-AD-13517350/?Cr=108
